Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1996","1996","1000 persons","30382.155","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1997","1997","1000 persons","40180.05","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1997","1997","1000 persons","19676.146","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1997","1997","1000 persons","20503.904","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1997","1997","1000 persons","9623.946","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1997","1997","1000 persons","30507.614","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1998","1998","1000 persons","40362.357","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1998","1998","1000 persons","19766.973","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1998","1998","1000 persons","20595.383","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1998","1998","1000 persons","9629.839","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1998","1998","1000 persons","30662.803","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","1999","1999","1000 persons","40542.232","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","1999","1999","1000 persons","19856.535","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","1999","1999","1000 persons","20685.697","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","1999","1999","1000 persons","9656.031","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","1999","1999","1000 persons","30883.692","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","40741.651","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","19956.091","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","20785.56","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","9709.605","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","31194.106","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","40966.45","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","20067.588","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","20898.861","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","9792.19","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","31599.913","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","41477.655","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","20337.862","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","21139.793","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","9852.597","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","32132.923","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","42230.27","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","20741.397","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","21488.873","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","9904.876","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","32748.53","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","42959.666","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","21136.303","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","21823.363","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","9961.494","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","33390.174","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","43685.374","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","21532.304","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","22153.07","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","10014.136","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","34028.496","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","44422.831","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","21922.422","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","22500.41","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","10062.286","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","34663.246","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","45245.782","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","22356.72","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","22889.061","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","10104.737","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","35289.121","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","45966.538","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","22735.774","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","23230.764","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","10130.511","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","35867.295","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","46367.772","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","22929.514","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","23438.258","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","10127.186","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","36348.886","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","46572.772","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","23012.168","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","23560.604","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","10086.595","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","36702.035","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","46729.232","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","23067.975","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","23661.258","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","10004.441","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","36904.697","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","46756.082","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","23051.083","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","23704.999","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","9886.091","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","36971.313","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","46603.459","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","22940.611","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","23662.847","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","9744.548","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","36953.005","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","46464.551","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","22845.295","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","23619.256","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","9599.224","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","36922.603","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","46431.342","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","22811.354","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","23619.988","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9464.206","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","36933.458","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","46473.315","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","22816.404","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","23656.911","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","9343.737","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","37003.839","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","46584.17","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","22854.449","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","23729.72","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","9233.918","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","37120.403","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","46792.043","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","22943.218","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","23848.825","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9130.38","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37267.072","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","47131.372","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","23102.938","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","24028.434","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","9025.938","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","37415.111","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","47363.807","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","23212.737","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","24151.07","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","8915.682","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","37543.537","X","Figure from international organizations",""
"OA","Annual population","724","Spain","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","47486.935","X","Figure from international organizations",""
"OA","Annual population","724","Spain","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","23271.722","X","Figure from international organizations",""
"OA","Annual population","724","Spain","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","24215.213","X","Figure from international organizations",""
"OA","Annual population","724","Spain","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","8799.411","X","Figure from international organizations",""
"OA","Annual population","724","Spain","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","37650.163","X","Figure from international organizations",""
